Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,AltitudeRange,ConservationStatus,LegalStatus,IsSensitive,ThumbnailUrl
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Perisama,Perisama humboldtii,Mariposa de Humboldt,perisama-humboldtii,"Mariposa neotropical de colores vibrantes en el envés de sus alas, característica de los bosques nublados andinos. Es una especie emblemática para la observación de lepidópteros en el Eje Cafetero.",1500-2800 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Perisama,Perisama lebasii,Mariposa de Lebas,perisama-lebasii,Lepidóptero de tamaño mediano con patrones complejos en sus alas que le permiten camuflarse entre la hojarasca. Habita en zonas de bosque húmedo premontano.,1200-2500 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Perisama,Perisama oppelii,Mariposa de Oppel,perisama-oppelii,"Especie de mariposa con una distribución restringida a los Andes, destacada por su comportamiento de libar sales minerales en el suelo.",1800-3000 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pernettya,Pernettya prostrata,Mortiño de páramo,pernettya-prostrata,"Arbusto pequeño de alta montaña con frutos carnosos, generalmente de color púrpura oscuro o blanco. Es una especie clave en la dieta de la avifauna de páramo.",2500-4000 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/3/3b/Gaultheria_myrsinoides_4.jpg
Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana,Aguacate,persea-americana,"Árbol frutal de gran importancia económica, ampliamente cultivado en el Eje Cafetero. Sus frutos son ricos en grasas saludables y vitaminas.",500-2500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/f/f2/Persea_americana_fruit_2.JPG
Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea caerulea,Aguacatillo,persea-caerulea,"Especie silvestre de la familia de los aguacates, con frutos más pequeños y de gran importancia para la fauna silvestre como dispersor de semillas.",1000-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/111638516/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria capitata,Alfombra roja,persicaria-capitata,"Planta rastrera de flores rosadas, a menudo considerada maleza en jardines y taludes. Es altamente resistente y colonizadora.",1000-3000 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria nepalensis,Persicaria de Nepal,persicaria-nepalensis,Planta herbácea que se ha naturalizado en los Andes colombianos. Crece en zonas húmedas y bordes de caminos.,1500-3000 msnm,LC,False,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,Phaethornis guy,Ermitaño verde,phaethornis-guy,Colibrí de tamaño mediano con una cola larga y un pico curvo adaptado para libar néctar de flores tubulares. Es un polinizador clave en los bosques nublados.,500-2000 msnm,LC,True,False,
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,Cormorán neotropical,phalacrocorax-brasilianus,"Ave acuática de color oscuro que se observa frecuentemente en lagos, ríos y embalses del Eje Cafetero. Es un excelente pescador y buceador.",0-2500 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/0/0e/Phalacrocorax_brasilianus_%28Costa_Rica%29.jpg
Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Pharomachrus,Pharomachrus auriceps,Quetzal cabecidorado,pharomachrus-auriceps,"Ave de plumaje iridiscente verde metálico y vientre rojo, emblemática de los bosques nublados andinos. Es una especie altamente valorada por observadores de aves debido a su belleza y comportamiento esquivo.",1200-3000 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,Pheucticus aureoventris,Picogrueso ventridorado,pheucticus-aureoventris,"Ave de canto melodioso y plumaje llamativo con parches amarillos intensos. Habita en bordes de bosque y zonas arbustivas, siendo un componente importante de la avifauna local.",1000-3000 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175945586/original.jpg
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,Pheucticus ludovicianus,Picogrueso pechirrosado,pheucticus-ludovicianus,Ave migratoria boreal que visita los Andes colombianos durante el invierno del norte. Se caracteriza por el parche rosado en el pecho de los machos y su dieta basada en semillas y frutos.,0-2500 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/5/56/Pheucticus_ludovicianus_CT2.jpg
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Pheugopedius,Pheugopedius sclateri,Cucarachero pechirrayado,pheugopedius-sclateri,"Ave pequeña y activa, conocida por su canto complejo y fuerte que resuena en los estratos bajos del bosque. Es una especie endémica o de distribución restringida en los Andes.",1000-2500 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Philodendron,Philodendron longirrhizum,Filodendro,philodendron-longirrhizum,"Planta epífita o trepadora de hojas grandes y coriáceas, común en el sotobosque húmedo. Posee raíces aéreas que le permiten colonizar troncos de árboles.",1000-2200 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/37463296/original.jpeg
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Phimosus,Phimosus infuscatus,Corocoro oscuro,phimosus-infuscatus,"Ave zancuda de plumaje oscuro y pico curvado, adaptada a zonas húmedas y pastizales inundables. Se observa frecuentemente en grupos pequeños buscando alimento en el suelo.",0-2000 msnm,LC,True,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Phobetron,Phobetron hipparchia,Oruga babosa,phobetron-hipparchia,"Insecto en estado larval con apariencia peculiar, a menudo confundido con una araña o una estructura vegetal debido a sus apéndices. Las larvas poseen pelos urticantes como mecanismo de defensa.",500-2000 msnm,NE,False,False,
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus ruber,Flamenco rosado,phoenicopterus-ruber,"Ave icónica de gran tamaño con plumaje rosado, adaptada a ambientes salinos y lagunas costeras. Es una especie altamente protegida y un símbolo de conservación.",0-500 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/5/59/American_flamingos_%284228246383%29.jpg
Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Pholidobolus,Pholidobolus celsiae,Lagartija andina,pholidobolus-celsiae,Pequeño reptil adaptado a los ecosistemas de alta montaña y páramos. Se caracteriza por su cuerpo alargado y hábitos terrestres bajo la hojarasca.,2000-3500 msnm,NE,True,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Pholidostachys,Pholidostachys sanluisensis,Palma de San Luis,pholidostachys-sanluisensis,"Palma de sotobosque con estípite delgado y hojas pinnadas, característica de bosques húmedos premontanos. Es una especie de distribución restringida.",800-1800 msnm,VU,True,False,http://sweetgum.nybg.org/images3/1062/431/01287851-01.jpg
Animalia,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria depilata,Araña bananera,phoneutria-depilata,Araña errante de gran tamaño conocida por su veneno neurotóxico potente. Es común en plantaciones de banano del Eje Cafetero.,0-2000 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Phrygilus,Phrygilus unicolor,Friguilo cenizo,phrygilus-unicolor,Ave pequeña de plumaje gris uniforme que habita en zonas de alta montaña y páramos. Es una especie indicadora de la salud de los ecosistemas de alta montaña.,2500-4000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/122075858/original.jpg
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phyllogomphoides,Phyllogomphoides,Libélula de club,phyllogomphoides,Género de libélulas que habitan cerca de cuerpos de agua corrientes. Son depredadores naturales de insectos voladores.,500-2500 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/172834170/large.jpeg
Animalia,Arthropoda,Insecta,Trichoptera,Calamoceratidae,Phylloicus,Phylloicus,Caddisfly,phylloicus,Insectos acuáticos cuyas larvas construyen estuches con fragmentos de hojas. Son fundamentales en la descomposición de materia orgánica en arroyos.,1000-3000 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/138898209/large.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phyllomyias,Phyllomyias uropygialis,Atrapamoscas culiamarillo,phyllomyias-uropygialis,Pequeña ave insectívora que habita en el dosel de bosques andinos. Es difícil de observar debido a su comportamiento discreto.,1800-3000 msnm,NT,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/106872151/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca bogotensis,Guaba,phytolacca-bogotensis,Planta herbácea o arbustiva con racimos de frutos oscuros. Es común en bordes de caminos y zonas perturbadas.,1500-3000 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca rivinoides,Jaboncillo,phytolacca-rivinoides,Arbusto de rápido crecimiento con inflorescencias alargadas y frutos que tiñen de púrpura. Es una especie pionera en suelos degradados.,500-2500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca rugosa,Uva de monte,phytolacca-rugosa,Planta perenne con hojas rugosas y frutos en racimos. Se encuentra frecuentemente en zonas de ladera andina.,2000-3500 msnm,LC,False,False,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Piaya,Piaya cayana,Vaquero,piaya-cayana,"Ave de cola larga y plumaje castaño rojizo, muy común en los bordes de bosque y cafetales. Es un controlador natural de insectos y orugas.",0-2500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/2/27/Flickr_-_Dario_Sanches_-_ALMA-DE-GATO_%28Piaya_cayana%29.jpg
Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,Picumnus granadensis,Carpinterito colombiano,picumnus-granadensis,"Ave de tamaño muy pequeño, endémica de Colombia, que habita en bosques secos y zonas de transición. Es un carpintero de hábitos discretos.",0-1500 msnm,LC,False,False,
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,Pionus chalcopterus,Cotorra bronceada,pionus-chalcopterus,"Ave de plumaje oscuro con reflejos bronceados y un parche blanco en la garganta, característica de los bosques andinos. Es una especie emblemática de la avifauna del Eje Cafetero.",500-2000 msnm,LC,True,False,
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,Pionus menstruus,Cotorra cabeza azul,pionus-menstruus,"Ave de tamaño mediano con cabeza y cuello de color azul brillante y cuerpo verde. Es común en zonas bajas y piedemonte, siendo muy vocal y activa.",0-1500 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper aequale,Cordoncillo,piper-aequale,Arbusto de sotobosque con hojas lanceoladas y espigas florales características del género. Común en zonas húmedas del Eje Cafetero.,1000-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/83670736/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper arboreum,Cordoncillo arbóreo,piper-arboreum,Arbusto o pequeño árbol que puede alcanzar varios metros de altura. Posee hojas grandes y es una especie colonizadora en bordes de bosque.,500-2000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/107846140/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper auritum,Hoja santa,piper-auritum,Planta herbácea de gran tamaño con hojas acorazonadas muy aromáticas. Es ampliamente utilizada en la cocina tradicional de diversas regiones.,0-1500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/178121979/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper bredemeyeri,Cordoncillo,piper-bredemeyeri,Arbusto de hojas alternas y espigas delgadas. Es una especie común en los bosques secundarios de la región andina.,1000-2200 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/102520453/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper grande,Cordoncillo gigante,piper-grande,Especie de gran porte con hojas muy grandes y coriáceas. Se encuentra en zonas de alta humedad y bosques nublados.,1500-2800 msnm,LC,False,False,https://fm-digital-assets.fieldmuseum.org/168/896/PIPE_pipe_gran_652727.jpg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper lanceifolium,Cordoncillo de hoja lanceolada,piper-lanceifolium,Arbusto con hojas alargadas y lanceoladas. Es una especie frecuente en los estratos bajos de los bosques andinos.,1200-2600 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper maranyonense,Cordoncillo,piper-maranyonense,"Especie de Piper menos documentada, con características morfológicas típicas del género en los Andes. Requiere mayor estudio taxonómico.",1000-2000 msnm,DD,False,False,https://fm-digital-assets.fieldmuseum.org/180/184/PIPE_pipe_mara_1892829.jpg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper marginatum,Cordoncillo,piper-marginatum,Arbusto con hojas que presentan un margen distintivo. Es una especie común en áreas perturbadas y bordes de caminos.,0-1800 msnm,LC,False,False,https://static.inaturalist.org/photos/111662051/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper peltatum,Cordoncillo,piper-peltatum,"Planta herbácea de hojas grandes y peltadas, común en zonas de sotobosque húmedo. Es reconocida por su rápido crecimiento en áreas perturbadas.",0-1500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper reticulatum,Cordoncillo de red,piper-reticulatum,Arbusto caracterizado por sus hojas con venación reticulada muy marcada. Se encuentra frecuentemente en los bordes de bosque del Eje Cafetero.,1000-2200 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175000435/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper tuberculatum,Cordoncillo tuberculado,piper-tuberculatum,Arbusto con inflorescencias en espiga y tallos con protuberancias características. Es una especie pionera en ecosistemas de montaña.,500-2000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/173751963/large.jpeg
Animalia,Chordata,Aves,Passeriformes,Pipridae,Pipra,Pipra erythrocephala,Saltarín cabecidorado,pipra-erythrocephala,Ave pequeña de plumaje negro intenso con la cabeza de color amarillo brillante. Es famosa por sus complejos bailes de cortejo en los bosques.,0-1200 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Pipraeidea,Pipraeidea melanonota,Tangara de lomo negro,pipraeidea-melanonota,Ave colorida con dorso negro y partes inferiores azuladas. Habita en bordes de bosque y zonas de vegetación densa.,1000-2500 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/169925726/large.jpg
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Pipreola,Pipreola arcuata,Frutero barrado,pipreola-arcuata,Ave de bosque nublado con plumaje barrado en el pecho y colores llamativos. Es una especie difícil de observar debido a su comportamiento esquivo.,1800-3000 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Pipreola,Pipreola jucunda,Frutero pechinaranja,pipreola-jucunda,Ave de tamaño mediano con un pecho naranja brillante característico. Habita en los estratos medios de los bosques húmedos.,1000-2200 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Pipreola,Pipreola riefferii,Frutero verdinegro,pipreola-riefferii,"Ave de plumaje verde con manchas negras, adaptada a los bosques de niebla. Es un frugívoro importante en su ecosistema.",1500-2800 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/174748551/original.jpeg
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga flava,Tangara roja,piranga-flava,"Ave de color rojo intenso, muy llamativa en los bordes de bosque y zonas abiertas. Es una especie migratoria y residente en varias zonas.",500-2500 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga olivacea,Tangara escarlata,piranga-olivacea,"Ave migratoria que visita Colombia. El macho presenta un plumaje rojo escarlata con alas negras, siendo muy buscada por observadores.",0-2000 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/9/96/Piranga_olivacea1.jpg
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga rubra,Tangara roja migratoria,piranga-rubra,"Ave migratoria neártica que visita los bosques del Eje Cafetero durante el invierno boreal. Es valorada por su plumaje rojo intenso en los machos, lo que la hace un objetivo atractivo para el avistamiento de aves.",0-2500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/0/09/Summer_Tanager_male_hephzibah.jpg
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Pistia,Pistia stratiotes,Lechuga de agua,pistia-stratiotes,"Planta acuática flotante de crecimiento rápido, común en humedales y espejos de agua. Es conocida por su capacidad de absorber metales pesados y nutrientes en exceso de cuerpos de agua.",0-1500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Bichofué,pitangus-sulphuratus,"Ave muy común y adaptable, presente en casi todos los paisajes rurales y urbanos del Eje Cafetero. Es conocida por su canto distintivo y su comportamiento territorial.",0-2600 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/174579600/original.jpeg
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Pitcairnia,Pitcairnia alversonii,Bromelia de roca,pitcairnia-alversonii,"Bromelia rupícola con inflorescencias llamativas, adaptada a sustratos rocosos en zonas de alta pendiente. Su distribución es restringida y requiere condiciones microclimáticas específicas.",1500-2500 msnm,NE,True,False,https://herbariovaa.org/imglib/neotrop/misc/201407/index_1405661224_web.jpg
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Pitcairnia,Pitcairnia bicolor,Bromelia bicolor,pitcairnia-bicolor,Especie de bromelia caracterizada por la coloración contrastante de sus brácteas y flores. Es un componente importante de la biodiversidad epífita y rupícola en los bosques andinos.,1800-2800 msnm,NE,True,False,http://sweetgum.nybg.org/images3/1269/285/02058292.jpg
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Pitcairnia,Pitcairnia fluvialis,Bromelia de ribera,pitcairnia-fluvialis,Bromelia que crece típicamente en zonas cercanas a cuerpos de agua o cañadas húmedas. Presenta una morfología foliar adaptada a condiciones de alta humedad ambiental.,1200-2200 msnm,NE,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/7077529/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago rigida,Llantén de páramo,plantago-rigida,"Planta herbácea de porte bajo, característica de los ecosistemas de páramo. Forma cojines densos que ayudan a la retención de agua y protección del suelo.",3000-4000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/178199076/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pleroma,Pleroma urvilleanum,Siete cueros,pleroma-urvilleanum,"Arbusto o árbol pequeño con flores púrpuras muy vistosas, muy común en los bordes de carretera del Eje Cafetero. Es una especie pionera que ayuda a la restauración de suelos degradados.",1500-2800 msnm,LC,False,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis cordata,Orquídea corazón,pleurothallis-cordata,Orquídea epífita de tamaño pequeño con hojas en forma de corazón. Es una especie de gran interés para coleccionistas debido a su morfología única.,1500-2500 msnm,NE,True,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis matudana,Orquídea de Matuda,pleurothallis-matudana,"Orquídea epífita con flores pequeñas y delicadas, adaptada a bosques nublados. Es una especie poco común que requiere alta humedad y condiciones de sombra.",2000-3000 msnm,NE,True,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis phalangifera,Orquídea de Caldas,pleurothallis-phalangifera,Orquídea epífita de tamaño pequeño con inflorescencias péndulas y flores de color púrpura oscuro. Es endémica de los bosques nublados del Eje Cafetero.,1800-2600 msnm,NT,True,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis pulvinaris,Orquídea cojín,pleurothallis-pulvinaris,Especie epífita caracterizada por sus hojas coriáceas y flores pequeñas agrupadas. Habita en zonas de alta humedad en la cordillera central.,2000-3000 msnm,LC,True,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis tetragona,Orquídea de tallo cuadrado,pleurothallis-tetragona,Planta epífita con tallos distintivos de sección transversal cuadrangular. Sus flores son pequeñas y se encuentran en racimos densos.,1500-2500 msnm,LC,True,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus djamor,Hongo rosado,pleurotus-djamor,Hongo comestible de color rosado vibrante que crece en troncos en descomposición. Es muy apreciado por su sabor delicado y textura.,0-2200 msnm,LC,False,False,https://images.mushroomobserver.org/orig/1452237.jpg
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus,Hongo ostra,pleurotus-ostreatus,Hongo saprófito ampliamente cultivado en el mundo. Es valorado por su capacidad de colonizar diversos sustratos orgánicos.,1000-2500 msnm,LC,False,False,https://images.mushroomobserver.org/orig/1537464.jpg
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,Plutarchia minor,Uva de monte pequeña,plutarchia-minor,Arbusto epífito o terrestre de la familia Ericaceae. Presenta flores tubulares llamativas adaptadas a la polinización por colibríes.,2000-3500 msnm,LC,False,False,https://fm-digital-assets.fieldmuseum.org/56/244/V0055485F.jpg
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,Plutarchia monantha,Uva de monte de flor única,plutarchia-monantha,Arbusto de alta montaña con flores solitarias y frutos carnosos. Es un componente importante de los bosques altoandinos.,2500-3800 msnm,LC,False,False,https://medialib.naturalis.nl/file/id/U.1277885/format/large
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,Plutarchia rigida,Uva de monte rígida,plutarchia-rigida,Planta leñosa con hojas coriáceas y flores de color rojo intenso. Adaptada a condiciones de alta radiación y frío.,2800-4000 msnm,LC,False,False,http://sweetgum.nybg.org/images3/1720/022/02436680.jpg
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,Podilymbus podiceps,Zambullidor piquigrueso,podilymbus-podiceps,Ave acuática pequeña con un pico robusto y hábitos de buceo. Habita en humedales y lagunas de la región.,0-3000 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/8/8c/Podilymbus-podiceps-001.jpg
Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,Podocnemis lewyana,Tortuga del río Magdalena,podocnemis-lewyana,Tortuga de agua dulce endémica de Colombia. Se encuentra en peligro debido a la pérdida de hábitat y la caza ilegal.,0-500 msnm,CR,True,True,https://inaturalist-open-data.s3.amazonaws.com/photos/154296141/original.jpeg
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Podotricha,Podotricha judith,Mariposa de Judith,podotricha-judith,Mariposa neotropical de alas alargadas con patrones de coloración aposemática en tonos naranja y negro. Es una especie emblemática de los bosques andinos que cumple un rol fundamental como polinizador.,1000-2500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Poecilotriccus,Poecilotriccus ruficeps,Titirijí cabecirrufo,poecilotriccus-ruficeps,Ave pequeña y activa caracterizada por su corona de color rufo brillante y su comportamiento inquieto en el sotobosque. Habita principalmente en bordes de bosque húmedo y zonas de transición.,1500-2800 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes carnifex,Avispa papelera gigante,polistes-carnifex,Avispa social de gran tamaño conocida por construir nidos de papel en forma de panal expuesto. Es un depredador generalista que ayuda a controlar poblaciones de orugas en cultivos.,0-2000 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes erythrocephalus,Avispa de cabeza roja,polistes-erythrocephalus,Avispa social de coloración oscura con la cabeza distintivamente rojiza. Es una especie común en zonas rurales que mantiene el equilibrio de las poblaciones de insectos herbívoros.,500-2200 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia raui raui,Avispa mielera,polybia-raui-raui,"Avispa social pequeña que construye nidos complejos y, en algunas especies del género, almacena sustancias similares a la miel. Es un insecto fundamental en la dinámica de los ecosistemas tropicales.",500-2500 msnm,LC,False,False,
Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Polychrus,Polychrus marmoratus,Lagarto camaleón,polychrus-marmoratus,"Lagarto arborícola de cuerpo comprimido y cola muy larga, capaz de cambiar lentamente de color. Es un habitante críptico de los bosques húmedos y zonas de vegetación densa.",0-1500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/f/fb/Polychrus_marmoratus.jpg
Animalia,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polyplectropus,Polyplectropus,Caddisfly (mosca de piedra),polyplectropus,"Insecto acuático cuyas larvas habitan en arroyos de montaña, construyendo redes de seda para capturar presas. Son indicadores biológicos de alta sensibilidad a la contaminación del agua.",1000-3000 msnm,NE,False,False,https://images.phylopic.org/images/d04ff776-292a-4181-a7d9-117a7036a348/raster/1024x887.png
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Ponthieva,Ponthieva fertilis,Orquídea fantasma de montaña,ponthieva-fertilis,"Orquídea terrestre de flores pequeñas y delicadas, adaptada a los bosques de niebla. Es una especie poco conspicua que requiere condiciones específicas de humedad y sustrato.",2000-3500 msnm,LC,True,False,
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio martinica,Polla azul,porphyrio-martinica,"Ave acuática de plumaje azul iridiscente y patas largas, muy común en humedales y zonas de cultivo de arroz. Es una especie adaptada a ambientes con vegetación emergente.",0-2000 msnm,LC,False,False,
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio martinicus,Polla azul (variante taxonómica),porphyrio-martinicus,"Variante nomenclatural de la especie anterior, ave emblemática de los humedales colombianos con plumaje llamativo y hábitos acuáticos.",0-2000 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/0/01/American_Purple_Gallinule_walking.jpg
Animalia,Mollusca,Gastropoda,Stylommatophora,Orthalicidae,Porphyrobaphe,Porphyrobaphe iris,Caracol iris,porphyrobaphe-iris,Molusco terrestre de gran tamaño con una concha llamativa y colorida. Es una especie emblemática de los bosques andinos colombianos.,1000-2500 msnm,LC,False,False,
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana carolina,Polluela sora,porzana-carolina,Ave migratoria que habita humedales y zonas pantanosas. Es conocida por su comportamiento esquivo y vocalizaciones distintivas.,0-2800 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/2/2d/Sora_%28Porzana_carolina%29.jpg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla indica,Fresa silvestre,potentilla-indica,"Planta rastrera con frutos rojos similares a la fresa, aunque menos dulces. Es común en bordes de caminos y zonas perturbadas.",1500-3000 msnm,LC,False,False,
